Wavelength (nm),Excitation Filter,Wavelength (nm),Emission Filter,Wavelength (nm),Dichroic
728,0.975,729,9.5e-07,808,0.99
729,0.97,730,9.5e-07,809,0.991
730,0.968,731,9.5e-07,810,0.99
731,0.965,732,9.5e-07,811,0.987
732,0.963,733,9.5e-07,812,0.985
733,0.962,734,9.5e-07,813,0.983
734,0.965,735,9.5e-07,814,0.983
735,0.973,736,9.5e-07,815,0.982
736,0.98,737,9.5e-07,816,0.98
737,0.984,738,9.5e-07,817,0.981
738,0.982,739,9.5e-07,818,0.98
739,0.978,740,9.5e-07,819,0.981
740,0.968,741,9.5e-07,820,0.979
741,0.958,742,9.5e-07,821,0.978
742,0.959,743,9.5e-07,822,0.979
743,0.964,744,9.5e-07,823,0.978
744,0.971,745,9.5e-07,824,0.978
745,0.962,746,9.5e-07,825,0.978
746,0.859,747,9.5e-07,826,0.977
747,0.351,748,9.5e-07,827,0.976
748,0.164,749,9.5e-07,828,0.977
749,0.0374,750,9.5e-07,829,0.977
750,0.00949,751,9.5e-07,830,0.978
751,0.00261,752,9.5e-07,831,0.978
752,0.000826,753,9.5e-07,832,0.979
753,0.000287,754,9.5e-07,833,0.978
754,0.000108,755,9.5e-07,834,0.978
755,4.61e-05,756,1.26e-06,835,0.979
756,1.92e-05,757,3.02e-06,836,0.978
757,8.61e-06,758,1.02e-05,837,0.978
758,4.1e-06,759,4.1e-05,838,0.978
759,1.75e-06,760,0.000191,839,0.977
760,9.65e-07,761,0.000979,840,0.978
761,7.73e-07,762,0.00668,841,0.977
762,3.62e-07,763,0.0608,842,0.978
763,1.01e-07,764,0.407,843,0.977
764,2.31e-07,765,0.901,844,0.978
765,1.1e-07,766,0.987,845,0.978
766,5.75e-07,767,0.996,846,0.978
767,1.8e-07,768,0.996,847,0.979
768,4.17e-07,769,0.996,848,0.979
769,8.63e-08,770,1,849,0.979
770,9.89e-08,771,0.992,850,0.979
771,1e-10,772,1,851,0.978
772,4.68e-07,773,0.999,852,0.978
773,1e-10,774,1,853,0.978
774,1.07e-07,775,0.999,854,0.978
775,1.01e-07,776,0.999,855,0.977
776,4.03e-08,777,0.998,856,0.978
777,6.9e-07,778,0.996,857,0.979
778,2.05e-07,779,0.995,858,0.978
779,1e-10,780,0.998,859,0.979
780,1e-10,781,1,860,0.978
781,1e-10,782,1,861,0.979
782,2.93e-07,783,0.996,862,0.978
783,9.91e-08,784,0.997,863,0.977
784,1e-10,785,1,864,0.978
785,1e-10,786,1,865,0.978
786,1.43e-07,787,1,866,0.978
787,1e-10,788,0.999,867,0.979
788,2.2e-07,789,1,868,0.978
789,1e-10,790,0.999,869,0.978
790,3.34e-07,791,1,870,0.979
791,1e-10,792,0.997,871,0.978
792,1e-10,793,0.997,872,0.978
793,1.65e-07,794,1,873,0.979
794,2.82e-07,795,1,874,0.98
795,2.43e-07,796,0.997,875,0.979
796,1e-10,797,0.994,876,0.979
797,4.25e-07,798,0.996,877,0.979
798,2.58e-07,799,1,878,0.98
799,1e-10,800,0.997,879,0.981
800,9.49e-08,801,1,880,0.981
801,1e-10,802,0.997,881,0.981
802,1.69e-07,803,0.998,882,0.98
803,2.57e-08,804,0.995,883,0.979
804,1e-10,805,0.996,884,0.979
805,9.55e-07,806,1,885,0.979
806,1e-10,807,0.995,886,0.979
807,1e-10,808,0.998,887,0.978
808,2.23e-07,809,1,888,0.977
809,8.82e-07,810,0.998,889,0.977
810,6.51e-07,811,0.996,890,0.976
811,1.43e-07,812,0.994,891,0.976
812,1e-10,813,0.996,892,0.976
813,1e-10,814,0.992,893,0.975
814,1e-10,815,1,894,0.975
815,1e-10,816,0.994,895,0.975
816,4.01e-07,817,0.998,896,0.975
817,8.94e-08,818,0.997,897,0.975
818,1e-10,819,1,898,0.975
819,8.06e-07,820,0.987,899,0.976
820,1.28e-06,821,0.994,900,0.976
821,4.57e-07,822,0.993,901,0.976
822,1.36e-06,823,0.994,902,0.976
823,1.54e-07,824,1,903,0.976
824,2.21e-07,825,0.998,904,0.977
825,5.01e-07,826,1,905,0.978
826,6.63e-07,827,0.997,906,0.978
827,1e-10,828,0.991,907,0.979
828,9.9e-07,829,1.01,908,0.977
829,1e-10,830,0.993,909,0.977
830,1e-10,831,0.998,910,0.976
831,1e-10,832,0.998,911,0.976
832,1e-10,833,0.993,912,0.975
833,1e-10,834,0.998,913,0.975
834,5.97e-07,835,0.989,914,0.975
835,2.5e-08,836,0.989,915,0.975
836,8.88e-07,837,0.994,916,0.974
837,1e-10,838,0.988,917,0.974
838,6.01e-08,839,0.99,918,0.974
839,1e-10,840,0.99,919,0.975
840,3.76e-08,841,0.992,920,0.975
841,1e-10,842,0.994,921,0.975
842,1.01e-07,843,0.994,922,0.976
843,8.87e-07,844,0.996,923,0.977
844,3.06e-07,845,0.995,924,0.977
845,1.1e-07,846,0.991,925,0.976
846,1.62e-06,847,0.984,926,0.976
847,1e-10,848,0.975,927,0.976
848,1e-10,849,0.967,928,0.977
849,1e-10,850,0.964,929,0.979
850,1e-10,851,0.966,930,0.98
851,3.21e-07,852,0.972,931,0.981
852,1e-10,853,0.984,932,0.981
853,1e-10,854,0.991,933,0.98
854,1e-10,855,0.993,934,0.98
855,1e-10,856,0.991,935,0.98
856,1e-10,857,0.989,936,0.981
857,1e-10,858,0.989,937,0.98
858,1e-10,859,0.991,938,0.98
859,1e-10,860,0.984,939,0.979
860,1e-10,861,0.954,940,0.979
861,1e-10,862,0.899,941,0.98
862,1e-10,863,0.784,942,0.979
863,1e-10,864,0.557,943,0.979
864,1e-10,865,0.329,944,0.979
865,1e-10,866,0.18,945,0.978
866,1e-10,867,0.101,946,0.979
867,1e-10,868,0.063,947,0.979
868,1e-10,869,0.0271,948,0.978
869,1e-10,870,0.00865,949,0.979
870,1.78e-07,871,0.00285,950,0.978
871,1e-10,872,0.00104,951,0.979
872,1e-10,873,0.000432,952,0.979
873,1e-10,874,0.000197,953,0.979
874,3.15e-07,875,9.45e-05,954,0.98
